resultado_codigo,eje_numero,eje_es,eje_en,linea_accion_codigo,linea_accion_es,linea_accion_en,resultado_esperado_es,resultado_esperado_en,intervencion_id,pagina_plan,intervencion_fuente_es,objetivo_fuente_es,responsable_oficial,estado_ejecucion,cruce_catalogo_estado,proyecto_ids,indicadores,fecha_ultima_revision
3.2.2,3,Promoción de I+D+i en IA,Promotion of AI R&D&I,3.2,Promover iniciativas que fomenten el uso e implementación de IA en los diferentes sectores,Promote initiatives that advance AI use and implementation across sectors,Oferta programática para promover el uso de IA en los LINC del MICITT,Program offering established to promote AI use at MICITT LINC labs,enia-3-2-2-02,19,Habilidades y capacidades en IA,"Fomentar el desarrollo de habilidades y capacidades tecnológicas en IA en diferentes públicos meta, para promover el desarrollo de iniciativas asociadas a IA",MICITT,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.1,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Catálogo digital de proyectos de IA en el sector público publicado,Digital catalog of public-sector AI projects published,enia-4-1-1-01,21,Identificación de iniciativas institucionales en sistemas de IA,Desarrollo del Catalogo digital para el sector público,MICITT-DIDI,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.1,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Catálogo digital de proyectos de IA en el sector público publicado,Digital catalog of public-sector AI projects published,enia-4-1-1-02,21,Identificación de iniciativas institucionales en sistemas de IA,Contar con un catálogo de iniciativas posibles a implementar AI en los procesos institucionales,Instituto Costarricense de Acueductos y Alcantarillados (AYA)*,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-01,21,Habilidades y capacidades en IA,"Realizar procesos de capacitación y formación a personas funcionarias de los gobiernos locales para el desarrollo de capacidades que permitan impulsar el uso y la gestión de la IA de manera ética, segura y responsable",IFAM,no-verificado,posible-duplicado,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-02,22,Habilidades y capacidades en IA,"Realizar capacitaciones, sensibilización, intercambio de recursos y experiencias a nivel interinstitucional para el uso, desarrollo y gestión sostenible de IA en las instituciones públicas",MICITT-DIDI,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-03,22,Habilidades y capacidades en IA,"Desarrollar actividades de capacitación para cumplimiento desde el diseño en proyectos de IA con la normativa de protección de datos personales, dirigidas a personas funcionarias",PRODHAB,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-04,22,Habilidades y capacidades en IA,"Desarrollar capacidades en el personal institucional en el uso, adopción y desarrollo de herramientas de IA para una mejor atención de la población meta",En proceso de formalización,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-05,23,Habilidades y capacidades en IA,"Fortalecer las capacidades del personal institucional en el uso, adopción y desarrollo de herramientas de inteligencia artificial, para potenciar su aplicación en la generación de valor público.",Ministerio de Vivienda y Asentamientos Humanos (MIVAH),no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-06,23,Habilidades y capacidades en IA,Capacitar al personal funcionario en el uso de herramientas y agentes virtuales con inteligencia artificial para mejorar el desempeño de sus funciones.,Instituto Nacional de Vivienda y Urbanismo (INVU)*,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-07,23,Habilidades y capacidades en IA,"Realizar procesos de sensibilización dirigidos al personal del Ministerio y sus órganos desconcentrados, para desarrollar capacidades que impulsen el uso y la gestión de la inteligencia artificial de forma ética, segura y responsable.",Ministerio de Cultura y Juventud (MCJ),no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-08,24,Habilidades y capacidades en IA,"Realizar procesos de capacitación y formación dirigidos al personal funcionario del Ministerio de Hacienda, para desarrollar capacidades que impulsen el uso y la gestión de la inteligencia artificial de forma ética, segura y responsable.",Ministerio de Hacienda,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-09,24,Habilidades y capacidades en IA,"Desarrollar webinars y cursos masivos en línea (MOOC) sobre la aplicación de la inteligencia artificial, dirigidos al personal funcionario del Ministerio de Hacienda, para fortalecer capacidades que impulsen su uso y gestión de forma ética, segura y responsable.",Ministerio de Hacienda,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-10,24,Habilidades y capacidades en IA,Implementar un programa de capacitación para fortalecer las capacidades en inteligencia artificial del público meta de la institución,Ministerio de Seguridad Pública (MSP),no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-11,25,Habilidades y capacidades en IA,"Incorporar una inducción sobre la temática de inteligencia artificial y las generalidades asociadas a la utilización de herramientas basadas en IA, como componente del programa de liderazgo dirigido a jefaturas",Instituto Costarricense de Acueductos y Alcantarillados (AYA)*,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-12,25,Habilidades y capacidades en IA,"Fortalecer el Departamento de Tecnologías de Información del ICT mediante un programa de capacitación técnica especializada que potencie la innovación, la seguridad y la eficiencia en las soluciones tecnológicas para el sector turismo",Instituto Costarricense de Turismo (ICT)*,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-13,25,Habilidades y capacidades en IA,"Diseñar e implementar acciones de capacitación en temas de IA para funcionarios institucionales mediante programas internos, alianzas externas y plataformas digitales de aprendizaje",Caja Costarricense de Seguro Social (CCSS),parcialmente-verificado,coincidencia-parcial,ccss-tec-formacion,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-14,26,Habilidades y capacidades en IA,"Desarrollar un programa de capacitación integral en conceptos fundamentales de inteligencia artificial, dirigido al personal de INCOFER",Instituto Costarricense de Ferrocarriles (INCOFER),no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.2,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Desarrollo de capacidades y habilidades de personas funcionarias públicas en el uso y gestión de IA,Public officials’ capabilities and skills developed for AI use and management,enia-4-1-2-15,26,Habilidades y capacidades en IA,"Desarrollar capacidades en el personal institucional en el uso, adopción y desarrollo de herramientas de IA para una mejor atención de la población meta",INAMU,no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-01,26,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,Promover el uso de sistemas que utilicen IA para mejorar la gestión institucional en el INA,INA,no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-02,26,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,Promover la implementación de sistemas que utilicen IA en gobiernos locales para la mejora de los servicios municipales,IFAM,no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-03,27,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,Integración soluciones basadas en IA en los servicios brindados a través de IFAM Infinito,IFAM,no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-04,27,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,Creación e implementación de un chatbot institucional para la atención de personas usuarias del MTSS,MTSS,no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-05,27,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,Desarrollar soluciones tecnológicas basadas en inteligencia artificial para mejorar los servicios institucionales de atención a mujeres y fortalecer la rectoría técnica en normativa y políticas públicas dirigidas a la población meta.,INAMU,verificado,mapeado-exacto,inamu-ela,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-06,27,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Desarrollar una plataforma interactiva dirigida a la población menor de edad, capaz de generar información específica acorde con sus necesidades, enfoques y principios.",Patronato Nacional de la Infancia (PANI),no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-07,28,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Automatizar la generación de preevaluaciones de amenaza en sitios, terrenos o proyectos de interés nacional, como parte del proceso de atención de solicitudes de la Comisión Nacional de Emergencias.",Comisión Nacional de Emergencias (CNE),no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-08,28,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Desarrollar e implementar un chatbot institucional para la atención de personas usuarias, basado en inteligencia artificial y con capacidad de transferencia a atención humana.",Instituto Nacional de Vivienda y Urbanismo (INVU)*,no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-09,28,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Implementar agentes virtuales basados en inteligencia artificial para mejorar los servicios institucionales y optimizar la experiencia de los clientes, tanto a nivel interno como externo, incorporando capacidades de atención automática y transferencia a atención humana.",Instituto Nacional de Vivienda y Urbanismo (INVU)*,no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-10,29,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Implementar funcionalidades de inteligencia artificial, analítica y ciencia de datos que fortalezcan la gestión del Ministerio de Hacienda.",Ministerio de Hacienda,parcialmente-verificado,coincidencia-parcial,hacienda-anomaly|hacienda-asistente,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-11,29,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,Elaborar un plan de acción en inteligencia artificial para la SUGEVAL e implementar un proyecto derivado de este.,Superintendencia General de Valores (Sugeval),no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-12,29,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Ampliar el uso de herramientas de inteligencia artificial en las Unidades Especiales —Servicio de Vigilancia Aérea, Policía de Control de Drogas, Policía de Fronteras, Servicio Nacional de Guardacostas—, en coordinación con la Fuerza Pública y la Dirección de Inteligencia y Análisis Criminal (DIAC), así como adquirir tecnologías que potencien su aplicación.",Ministerio de Seguridad Pública (MSP),no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-13,30,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,Implementar un asistente virtual inteligente para optimizar la atención a los usuarios en el INCOFER.,Instituto Costarricense de Ferrocarriles (INCOFER),no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-14,30,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Desarrollar soluciones tecnológicas que utilicen IA para el mejoramiento de los servicios institucionales de atención a mujeres y la rectoría técnica en normativa y políticas públicas, a la población meta.",INAMU,verificado,posible-duplicado,inamu-ela,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-15,30,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Fortalecer la toma de decisiones y la inteligencia organizacional de la CAJA COSTARRICENSE DE SEGURO SOCIAL (CCSS) mediante el desarrollo e implementación de soluciones institucionales de BI, Big Data, análisis predictivo e inteligencia artificial con procesamiento avanzado de datos.",Caja Costarricense de Seguro Social (CCSS),parcialmente-verificado,coincidencia-parcial,ccss-aida|ccss-lidia|ccss-redimed|ccss-depuracion-listas|ccss-logistica-ia-abastecimiento,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-16,30,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Contribuir al diseño de políticas de salud basadas en datos mediante el desarrollo de modelos predictivos con inteligencia artificial para identificar patrones clínicos y epidemiológicos, así como predecir patologías y comportamientos en los servicios de salud.",Caja Costarricense de Seguro Social (CCSS),parcialmente-verificado,coincidencia-parcial,ccss-lidia,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-17,31,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Mejorar los procesos operativos, el control interno y las proyecciones presupuestarias mediante la aplicación de análisis avanzado y analítica predictiva con herramientas de Big Data, BI e IoT, sobre grandes volúmenes de datos financieros y administrativos institucionales.",Caja Costarricense de Seguro Social (CCSS),no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-18,31,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Promover el uso institucional de tecnologías emergentes mediante procesos de sensibilización, formación y ejecución de pruebas piloto en entornos TIC que integren inteligencia artificial, automatización y programación visual.",Caja Costarricense de Seguro Social (CCSS),parcialmente-verificado,coincidencia-parcial,ccss-tec-formacion,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-19,31,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Desarrollar soluciones de auditoría automatizada basadas en inteligencia artificial para detectar patrones de comportamiento inusuales o inconsistentes en el sistema de información SIES del MISE, como apoyo a la transparencia y eficiencia institucional.",Caja Costarricense de Seguro Social (CCSS),no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-20,32,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Diseñar y aplicar modelos basados en IA para optimizar el otorgamiento de beneficios económicos institucionales, análisis de perfiles y predicción de necesidades, mejorando la equidad y eficiencia.",Caja Costarricense de Seguro Social (CCSS),no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-21,32,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,Fortalecer la toma de decisiones y la inteligencia organizacional de la CCSS.,Caja Costarricense de Seguro Social (CCSS),parcialmente-verificado,posible-duplicado,ccss-aida|ccss-lidia|ccss-redimed|ccss-depuracion-listas|ccss-logistica-ia-abastecimiento,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-22,32,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Promover el uso institucional de tecnologías emergentes mediante la sensibilización, formación y pruebas piloto en entornos TIC que incorporen IA, automatización y programación visual.",Caja Costarricense de Seguro Social (CCSS),parcialmente-verificado,posible-duplicado,ccss-tec-formacion,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-23,32,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Desarrollar soluciones de auditoría automatizada con IA sobre patrones de comportamiento inusuales o inconsistentes en el sistema de información SIES del MISE, como apoyo a la transparencia y eficiencia institucional.",Caja Costarricense de Seguro Social (CCSS),no-verificado,posible-duplicado,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-24,33,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Implementar un sistema de inteligencia artificial para el análisis y la clasificación automatizada de reclamos médicos en el INS, con el fin de mejorar los tiempos de atención, la calidad del servicio y la trazabilidad operativa, integrándolo en el Catálogo Digital de Proyectos de IA del Sector Público para fortalecer la visibilidad, la colaboración interinstitucional y la adopción responsable de la IA en el Estado costarricense.",Instituto Nacional de Seguros (INS),verificado,mapeado-exacto,ins-reclamos-medicos-ia,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-25,33,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Mejorar la seguridad pública mediante el uso de información del OIJ y otras fuentes para crear perfiles cantonales, generar predicciones de homicidios a corto plazo y realizar cruces con variables geográficas, con el fin de fortalecer los sistemas de control, monitoreo y prevención.",Instituto Costarricense de Electricidad (ICE)*,no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-26,33,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Incorporar inteligencia artificial en los procesos de reclutamiento y selección de la institución, con el fin de aumentar la eficiencia de estas actividades.",Instituto Costarricense de Acueductos y Alcantarillados (AYA)*,no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-27,34,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,Incorporar inteligencia artificial en los procesos de análisis de precios y revisión de documentos para la elaboración de informes y cuadros comparativos en la evaluación de ofertas de compra.,Instituto Costarricense de Acueductos y Alcantarillados (AYA)*,no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-28,34,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,Incorporar inteligencia artificial en el análisis de datos y en la elaboración de informes relacionados con la gestión del proyecto de reducción de agua no contabilizada.,Instituto Costarricense de Acueductos y Alcantarillados (AYA)*,no-verificado,enia-solamente,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-29,34,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,Implementar automatización robótica de procesos (RPA) para optimizar y mejorar los procesos empresariales.,Refinadora Costarricense de Petróleo S.A (RECOPE),no-verificado,no-es-sistema-ia,,1,2026-08-21
4.1.3,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Sistemas que utilicen IA implementados para mejorar la calidad de los servicios públicos y la toma de decisiones,AI-using systems implemented to improve public-service quality and decision-making,enia-4-1-3-30,35,Mejora de servicios institucionales a través de la aplicación de sistemas de IA,"Desarrollar modelos predictivos con IA para identificar patrones clínicos o epidemiológicos en la prestación de servicios, contribuyendo al diseño de políticas de salud basadas en datos.",Caja Costarricense de Seguro Social (CCSS),parcialmente-verificado,posible-duplicado,ccss-lidia,1,2026-08-21
4.1.4,4,Gobierno inteligente,Smart government,4.1,Promover el uso de la inteligencia artificial en el sector público,Promote the use of AI in the public sector,Procesos de Compra Pública Innovadora para adquirir herramientas basadas en IA,Public Procurement of Innovation processes established to acquire AI-based tools,enia-4-1-4-01,35,Habilidades y capacidades en compras públicas para promover la implementación de IA,Promover actividades de capacitación en compras públicas innovadoras para la adquisición de herramientas basadas en IA,PROMOTORA,no-verificado,no-es-sistema-ia,,2,2026-08-21
